content,text_akhir,label
"Lain kali adain kouta darurat kaya Telkomsel ke, Jujur susah banget kalo tengah malam gini apalagi di desa konter tutup semua",kali mengadakan kouta darurat kayak telkomsel jujur susah banget kalo malam desa konter tutup,negative
"Menyesal saya beli kartu BY.U 140 ribu krn tdk bisa di pasang kartu simnya di modem krn tidak dapat jaringan,pembodohan",menyesal beli kartu byu ribu tidak NEG_pasang kartu simnya modem tidak NEG_jaringanpembodohan,negative
"Byu sekarNg tak seperti byu yang dulu, dulu harga paket murah, sekarang mahal",byu tak NEG_byu harga paket murah mahal,negative
Beli kartu ada kuota giliran aktivasi gak bisa harus kembali beli kuota maksudnya gmn ya,beli kartu kuota giliran aktivasi enggak NEG_beli kuota maksudnya,negative
Aplikasinya mudah banget dioperasikan dan paketan disni murah2,aplikasinya mudah banget dioperasikan paketan murah,positive
"Saya merasa hitungan kuota internet spt dilebihkan, kecewa. Pakai by u emg murah, tetapi kok kuotnya boros bgt, aneh hitungannya gimana",hitungan kuota internet dilebihkan kecewa pakai lu murah kuotnya boros banget aneh hitungannya,negative
"Di awali dengan bismillah, semoga makin kenceng dengan naiknya harga data, kuota & sebagainya, sukses terus By.u",awali bismillah semoga kencang naiknya harga data kuota sukses byu,positive
"Produk dan promo mantap,murah,sinyal kuat,tapi buka aplikasi byu agak susah",produk promo mantapmurahsinyal kuattapi buka aplikasi byu susah,positive
Tolong dibenahin lagi setiap cuaca mendung dan hujan sinyal nya lemah banget,tolong dibenahin cuaca mendung hujan sinyal lemah banget,neutral
Pengisian data ribet. Error terus. Padahal pulsa masih banyak,pengisian data ribet error pulsa,negative
"Min kok metode DANA hilang , padahal kan saya udah siapin saldo Dana biar nanti gampang nanti kalo Top Up",min metode dana hilang siapin saldo dana biar gampang kalo top,positive
Kartu aneh gk bisa regitrasi tpi data nyala hadeeehhhhhhhhhhh ribet bgt,kartu aneh enggak NEG_regitrasi data nyala hadeh ribet banget,negative
Misal kalo paketan nya sudah habis kalo isi ulang harga paketan nya semurah seperti awal beli,kalo paketan habis kalo isi ulang harga paketan semurah beli,positive
Jaringannya sekarang lemot banget. Buka story wa aja kaya apa tau. Padahal kouta baru isi. Baru isi ama lama ngisi sama aja. Beli kouta kecil atau gede sama aja lama banget. Gimana siii,jaringannya lemot banget buka story wa kayak tau kouta isi isi ngisi beli kouta gede banget,negative
Lemot setiap buka aplikasinya lama bgt pdahal jaringan kenceng,lemot buka aplikasinya banget jaringan kencang,negative
Customer service lambat dalam penyelesaian masalah dan tidak ada balasan sama sekali,customer service lambat penyelesaian tidak NEG_balasan,negative
Coba dong Adain kuota buat akses aplikasi seperti zoom dan google meet nya,coba mengadakan kuota akses aplikasi zoom google meet,neutral
Kecewa..... Jaringan dr awal beli ancurrr. Sedangkan tmn gua jaringannya normal. Gmn sini aneh bgt.,kecewa jaringan beli hancur teman gua jaringannya normal aneh banget,negative
Varian paket masih sedikit dan tergolong mahal. Coba paket 30 hari diperbanyak variannya kek unli 1mbps/30hari gitu,varian paket tergolong mahal coba paket diperbanyak variannya kayak unli mbpshari,negative
"Apk ngebug gabisa beli paket, sinyalnyan juga lemah buat game",apk ngebug enggak NEG_beli paket sinyalnyan lemah game,negative
Mohon maaf saya sudah lama pakai by.U tapi beberapa bulan terakhir pulsa saya berkurang sendiri. Ini kenapa ya? Apa ada kebijakan baru dari pihak by.U?,mohon maaf pakai byu pulsa berkurang kebijakan byu,neutral
"Awal kali make kartu ini thebest banget,tapi sekarang jaringan sering down",kali memakai kartu thebest bangettapi jaringan,positive
Aplikasi busuk . Mau cek paketan masuk ke akun ga bisa . Wooooeeeee by u gimana sihhhh !!!!!!,aplikasi busuk cek paketan masuk akun enggak NEG_woe lu,negative
"Ya Allah admin kenapa by.u sinyalnya lemot banget,kalo kaya gini terus saya balik ke Smartfren aja sumpah , sinyalnya masih kenceng Smartfren ini pindah ke by.u dapet saran dari temen eh malah tambah zonk",allah admin byu sinyalnya lemot bangetkalo kayak smartfren sumpah sinyalnya kencang smartfren pindah byu saran teman eh zonk,negative
"Tolonh tingkatan customer servicenya, percuma ada fitur chat di aplikasi, tapi baru direspon kalo chat di messenger Facebook",tolonh tingkatan customer servicenya fitur chat aplikasi direspon kalo chat messenger facebook,positive
"Ngisi pulsa gak masuk masuk dari jam 1:12 malam , di dana udah kepotong tapi di aplikasi ga masuk, gmn sih ?",ngisi pulsa enggak NEG_masuk masuk jam malam dana kepotong aplikasi enggak NEG_masuk,negative
"Siplah... Mantab buat by.u, kuota murah, irit sinyal jga oke",siplah mantab byu kuota murah irit sinyal oke,positive
"Kok malah parah ya jaringan nya,baru beli kuota malah lemot buanget,,buka FB Lola ga kira2",parah jaringan nyabaru beli kuota lemot buangetbuka fb lola enggak,negative
Sinyal Ok....pinginya lebih murah lagi biar 50k dapat 15 GB biar bisa ntuk sebulan.....,sinyal okpinginya murah biar gb biar ntuk sebulan,positive
bagus bgt.. dapat beli paket sesuai kebutuhan dan sesuai isi kantong.,bagus banget beli paket sesuai kebutuhan sesuai isi kantong,positive
"Eror apa yaa,,kok tiba-tiba mau belik paket,pulsa dah di isi tapi Malah terjadi kesalahan katanya gi mna ni",eror yaakok tibatiba belik paketpulsa deh isi kesalahan gi nih,negative
Provider By.U Udah Bagus Dari Dulu Dan Kenapa Pembayaran Lewat Dana Jadi Gaada Kan Jadi Ga Kepake Saldo Dana Saya.. Sedangkan By.U Ga Bisa Isi Pulsa Di Aplikasi Lain Dan Selalu Gagal Kalo Di Toko Pulsa,provider byu bagus pembayaran dana enggak enggak NEG_kepake saldo dana byu enggak NEG_isi pulsa aplikasi gagal kalo toko pulsa,negative
"aneh udh hmpr 7 ato 8 bulan an gtu di akun gua ga muncul paket unlimited ny, ada apa? apa cuma di Timika, Papua? atau cuma akun by.u gua yg ga muncul? meskipun udh update terus apk ny, bingung gua 😩",aneh hmpr akun gua enggak NEG_muncul paket unlimited timika papua akun byu gua enggak NEG_muncul update apk bingung gua,negative
"Sering terjadi kesalahan,lelet nindy,sinyal by.u uda gak kenceng kayak awal",kesalahanlelet nindysinyal byu enggak NEG_kencang kayak,negative
"Mantap laa min.. Repson pelayanannya cepet, apalagi pas ada kendala.. Sukses terus buat by.U 👍👍",mantap min repson pelayanannya cepat pas kendala sukses byu,positive
"Aplikasi nya anehh saya bayar kuota menggunakan gopay tapi Kouta nya ga masuk sedangkan uang saya di gopay sudah di bayar, aplikasi anehh",aplikasi anehh bayar kuota gopay kouta enggak NEG_masuk uang gopay bayar aplikasi anehh,negative
Good👍 Tingkat kan !!! 1 pesan Sinyalnya kasi stabil 👍,good tingkat pesan sinyalnya kasih stabil,positive
"Kenapa sekarang gak bisa, beli kuota lewat pembayaran pulsa by. U? Tidak ada pilihannya?",enggak NEG_beli kuota pembayaran pulsa lu tidak NEG_pilihannya,negative
"Signal parah, sering hilang connect, parah bgt pokonya, nyesel gue beli paket perbulan mahal mahal",signal parah hilang connect parah banget pokoknya menyesal gue beli paket perbulan mahal mahal,negative
Makin lama makin bnyak nya pake byu makin lemot ...udh mulai betinggah mentang2 udh bnyk ya pake kartu bayu...sinyal down mulu ..mending pke smartfren klo bgni lbh bgus lbh murah,pakai byu lemot betinggah mentang pakai kartu bayusinyal mulu mending pakai smartfren kalo bagus murah,positive
"parah sinyal nya, buka app aja mau isi paket mental terus, kacauuu....",parah sinyal buka app isi paket mental kacau,negative
"Login gk bisa,, trjadi kesalahan terus,,",login enggak NEG_kesalahan,negative
"Apk haram, paketan mahal tapi sinyal gak stabil. Najisss",apk haram paketan mahal sinyal enggak NEG_stabil najis,negative
Sinyalnya sih kyk Telkomsel tpi lemot padahal 3/4 bar sinyalnya,sinyalnya kayak telkomsel lemot bar sinyalnya,negative
"aplikasi cukup membantu, mengetahui tentang sisa kuota, beli paket, dll",aplikasi membantu sisa kuota beli paket dll,positive
"ini gak ada manusianya ya,, iai kuota g masuk, dijompa7n yg suruh jawab mesin terua.,,,ini juga peket data yg paling cepat habis sedunia",enggak NEG_manusianya iai kuota enggak NEG_masuk dijompan suruh mesin teruaini peket data cepat habis sedunia,negative
"Mayan lah buat jaringan bisa berbagi ma suami, harga paket data naik mulu",lumayan jaringan berbagi suami harga paket data mulu,neutral
"Sippp kualitas sinyal bagus, harga sesuai kualitas",sip kualitas sinyal bagus harga sesuai kualitas,positive
"Kartuku belum sampai2, dan sudah dapat email suruh aktivasi kartu.",kartuku belum NEG_email suruh aktivasi kartu,negative
"Paket elit jaringan sulit , sumpah jangan mau pake byu , paket nya mahal , abis nya cepet",paket elit jaringan sulit sumpah jangan NEG_pakai byu paket mahal habis cepat,negative
Sejauh ini sya sudah pakai 3tahun membantu klo kuota habis mendadak bisa pake kuota harian 10rbu 10gb,pakai membantu kalo kuota habis mendadak pakai kuota harian rbu gb,positive
jaringan/sinyal sangat buruk. mohon perbaikan buat kenyamanan pelanggan. trims,jaringansinyal buruk mohon perbaikan kenyamanan pelanggan terima kasih,positive
Awal beli sinyal full buat game lancar tapi lama kelamaaan lemot,beli sinyal full game lancar kelaman lemot,neutral
Setelah update kenapa gak bisa login ya padahal sinyal kuat,update enggak NEG_login sinyal kuat,negative
"Awal awal emang bagus . Makin kesini makin kesana isi kouta yg 1 bulan dulu 28 hari habis , 24 hari 20 hari . Makin kesini malah jadi 10 hari njir ! 10 hari tok 150rb",bagus kesini kesana isi kouta habis kesini anjir tok ribu,positive
"Jaringannya di perkuat lagi donk, sering bgt eror naik turun mulu, agar pengguna by u lebih nyaman",jaringannya perkuat banget eror turun mulu pengguna lu nyaman,neutral
"10 GB 1 bulan kurang , tambahin donk paketan ya 25 GB/20GB 100 ribu kan enak tuh , di tunggu paketan baru ya",gb kurang NEG_tambahkan paketan gbgb ribu enak tuh tunggu paketan,negative
Mau beli card nya ko malah pilihan pengirimannya tidak muncul terus gimana ya...,beli card pilihan pengirimannya tidak NEG_muncul,negative
Beli kuota lewat Shopee bisa lebih murah daripada lewat apps untuk saya yang tinggal di Papua,beli kuota shopee murah apps tinggal papua,positive
"sangat sangat ampas makin lama malag banyak masalah, sinyal ga stabil lah, jaringan hilang dadakan padahal langganan kouta 10gb 1 hari ampas ampas",ampas malag sinyal enggak NEG_stabil jaringan hilang dadakan langganan kouta gb ampas ampas,negative
"Jaringan kurang stabil, tolong diperbaiki",jaringan kurang NEG_stabil tolong diperbaiki,positive
Terimakasih min Sekarang sudah 4G jaringannya Semoga lancar koneksinya,terimakasih min enggak NEG_jaringannya semoga lancar koneksinya,positive
"Jaringan cukup stabil, perbanyak kuota murah nya👌",jaringan stabil perbanyak kuota murah,positive
pulsa udah di kirim tapi blm masuk² juga terus banyak masalah jaringan gimana ni min,pulsa kirim belum NEG_masuk² jaringan nih min,negative
"Kenapa sim b,yu sy blm nyampe sampi sekarang ya, tolong bantuan nya dong, sya udh bayar tapi sim card nya belum nyape juga, sudah 7 hari sya tungu",sim byu belum NEG_sampi tolong bantuan bayar sim card belum NEG_nyape tungu,negative
"Baru pake semoga lancar,, bintang 3 dulu ya kalo memuaskan dan jadi pelanggan byu selamanya",pakai semoga lancar bintang kalo memuaskan pelanggan byu,positive
"aplknya bagus, cuman masih kurang toping buat telegramnya",aplknya bagus cuman kurang NEG_toping telegramnya,positive
kaya nya beli paket data masih terlalu mahal jika di bandingkan menggunakan kartu sakti As,kayak beli paket data mahal bandingkan kartu sakti,negative
sinyal nya sangat bagus. sukses utk by U. mantap lah pokoknya.,sinyal bagus sukses lu mantap pokoknya,positive
Akhir-akhir ini agak kurang nyaman sinyal tau2 dwon. Kurang stabil.,akhirakhir kurang NEG_nyaman sinyal tau dwon kurang NEG_stabil,negative
Harga mahal jaringan jadi lemot dulu lg masih murah jaringan bagus sekarang ya ampun ngaselin banget,harga mahal jaringan lemot murah jaringan bagus ampun ngaselin banget,positive
Udah dipaketim tapi kok paketsnnya enggak muncul di aplikasinya..kenapa begini By.U sekarang.. mengecewakan..,dipaketim paketsnnya enggak NEG_muncul aplikasinyakenapa byu mengecewakan,negative
Sinyal by.u di bandung gak bersahabat. Lemotnya sampe pengen bantingin hp!,sinyal byu bandung enggak NEG_bersahabat lemotnya pengin bantingin hp,negative
"Provider sampah, masa saya beli topping Gk bisa dipake, gimana coba saya make topping GGWP tapi gak bisa dipake nyesel saya beli kartu byu. Btw customer service kok bot upsssss",provider sampah beli topping enggak NEG_dipakai coba memakai topping ggwp enggak NEG_dipakai menyesal beli kartu byu btw customer service bot ups,negative
"Semuanya lengkap ada disini ga perlu cari keluar lagi,terlebih banyak promo yang meratik di by.U sendiri",lengkap enggak NEG_cari lagiterlebih promo meratik byu,negative
"Aplikasi apa ni ribet bat kalo mo isi kuota harus pake aplikasi,pas mo beli kuota di aplikasinya malah GK bisa aplikasi apa ini kek lolot",aplikasi nih ribet banget kalo isi kuota pakai aplikasipas beli kuota aplikasinya enggak NEG_aplikasi kayak lolot,negative
"Best Provider, Jaringan lanjay dan Stabil.",best provider jaringan lanjay stabil,positive
Akhir akhir ini jaringannya suka mati sendiri Napa yah awal awalngk ke gini terpaksa pindah Telkomsel yang ori aj dh,jaringannya suka mati awalngk terpaksa pindah telkomsel orisinal dah,positive
Sangat jelek sinyalnya.. paketan mahal sinyal jelek,jelek sinyalnya paketan mahal sinyal jelek,negative
"Sinyalnya lancar kak apa lagi kuota nya murah, mantepp deh",sinyalnya lancar kak kuota murah mantap deh,positive
Aplikasi ini beneran recommended banget deh! Fiturnya keren dan no ribet-ribet,aplikasi benaran recommended banget deh fiturnya keren ribetribet,positive
4 dulu nnti setelah penggunaan saya aku tambah atau kurangi tergantung bagus atau tdk apk ini,penggunaan kurangi tergantung bagus tidak NEG_apk,negative
Sinyal tbtb ilang tolong dong saya udah bayar kuota mahal masa sinyal gk stabil,sinyal tbtb hilang tolong bayar kuota mahal sinyal enggak NEG_stabil,negative
"Saya kasih bintang 5 buat hargai aplikasi, jika aplikasinya kurang bagus saya ubah bintangnya...",kasih bintang hargai aplikasi aplikasinya kurang NEG_bagus ubah bintangnya,negative
"Kenapa sinyalnya sering hilang"" sendiri yah segera di perbaiki tkp jatim",sinyalnya hilang perbaiki tkp jatim,neutral
Buat developer by.u harga paket dh oke tinggal jaringan nya suka lemot dan delay mohon di perbaiki 🤜🏻🤛🏻,developer byu harga paket dah oke tinggal jaringan suka lemot delay mohon perbaiki,positive
"sinyal ampas betul, 4G+ cuma gimmic 1 tahun lebih pake gada peningkatan",sinyal ampas enggak NEG_gimmic pakai enggak NEG_peningkatan,negative
Masak gara gara update terbaru nomernya juga hilang..bikin kecewa banget.. Ya udah kasih bintang 1ajha,masak gara gara update terbaru nomernya hilangbikin kecewa banget kasih bintang,negative
Kuota ga msk komplain penganan sehrian msh ga ada hasil,kuota enggak NEG_masuk komplain penganan sehrian enggak NEG_hasil,negative
"Responnya di tingkatkan sama call center nya di per mudah,",responnya tingkatkan call center mudah,positive
"Sementara 1 dulu,karena belum coba, Apakah kartu ini bisa di pasang di mifi",dulukarena belum NEG_coba kartu pasang mifi,negative
"Kalo di pake buat game ,koneksi internet ga stabil. not recommended for game...",kalo pakai game koneksi internet enggak NEG_stabil recommended game,positive
"Fix unintal dan buang jauh² kartunya, buang hal² yg bikin banyak dosa karna sakit hati dan berkata yg aneh². Makasih karna tidak amanah dan tidak profesional dalam mencari uang.",fix unintal buang jauh² kartunya buang hal² bikin dosa sakit hati aneh² terima kasih tidak NEG_amanah tidak NEG_profesional mencari uang,negative
Kekinian dan membantu untuk memudahkan aktivasi kartu.,kekinian membantu memudahkan aktivasi kartu,positive
"Banyak keluhannya, jadi batal daftar by.U ... Thanks sudah menawarkan ke saya ...",keluhannya batal daftar byu thanks menawarkan,positive
Kenapa sekarang kalau mau bayar pakai linkaja selalu gagal karena aplikasi nutup sendiri jadi tak sempat masukkan kode verifikasi linkaja,bayar pakai linkaja gagal aplikasi nutup tak NEG_masukkan kode verifikasi linkaja,negative
"2x isi paket data gada yang masuk satupun, udah chat ke pihak aplikasi dm instagram ga ada respon. pelayanan jelek banget",kali isi paket data enggak NEG_masuk satupun chat aplikasi dm instagram enggak NEG_respon pelayanan jelek banget,negative
sinyal kuat & masih dpt poin yg bisa ditukar 👍👍👍,sinyal kuat poin ditukar,neutral
"Koneksi tidak stabil, apalagi untuk game online, aplikasi By,u di buka loading terus",koneksi tidak NEG_stabil game online aplikasi byu buka loading,negative
Masih jarang jaringannya..jadi kurang kuat..apalagi daerah Cikarang...,jarang jaringannyajadi kurang NEG_kuatapalagi daerah cikarang,negative
Mending gausah bikin kartu buat ngisi paketnya cuma dikit banget buat apaan ga guna,mending enggak NEG_bikin kartu ngisi paketnya dikit banget enggak,negative
Nyesel beli kartu ini harga paket nya mahal sinyal nya juga ga ada,menyesal beli kartu harga paket mahal sinyal enggak,negative
Ini kartu udah mau bangkrut apa gimana jaringannya lemot apk byu nya suka bermasalah😭😭,kartu bangkrut jaringannya lemot apk byu suka bermasalah,negative
"Kenapa mendadak kuota 1 mbps, tidak ada di menu seperti biasanya?",mendadak kuota mbps tidak NEG_menu,negative
"APLIKASINYA MAKIN JELEK DAN GK STABIL, MASA MAU BELI PAKET TIDAK BISA REFRESH TERUS KATANYA, TERUS PAS DIBUKA AUTO NGEFREEZE 10 DETIK LEBIH BARU BISA DI TEKAN APLIKASINYA, CACAT BGT DEV NYA",aplikasinya jelek enggak NEG_stabil beli paket tidak NEG_refresh pas dibuka auto ngefreeze detik tekan aplikasinya cacat banget dev,negative
Gajelas sumpah beli kuota instagram terus pake main instagram lama banget yang abis malah kuota utama gajelas banget ajg,enggak NEG_sumpah beli kuota instagram pakai main instagram banget habis kuota utama enggak NEG_banget ajg,negative
"Saya di kota baturaja, sumatera selatan, mohon utk sinyal dan kecepatan internetnya dibuat stabil.....",kota baturaja sumatera selatan mohon sinyal kecepatan internetnya stabil,positive
Kenapa semakin kesini itu gak ada mbps lagi ya trus data nya jga sdh tdk ada yg murah,kesini enggak NEG_mbps data tidak NEG_murah,negative
"Variasi paket unlimited bulananya di tambah,biar banyak pilihan.",variasi paket unlimited bulananya tambahbiar pilihan,neutral
Nge bug terus cok kalau mau login forse close terus,nge bug cok login forse close,neutral
"Kok gua punya kuota tiktok, pas gua tiktokan yang ngurang malah kuota utama si anjir gajelas bgt, tolong lah ini gmn",gua kuota tiktok pas gua tiktokan ngurang kuota utama anjir enggak NEG_banget tolong,negative
"Ini apk kenapa ya ? sering banget ""Terjadi Kesalahan"", mau beli kuota jadi susah",apk banget kesalahan beli kuota susah,negative
"Saya baru pertama kali pakai bay.u saya beli kouta dapet sim card dan sudah di aktifin,,tapi kenapa ga bisa di pake,,sinyal ilang""an kouta nya ga aktif,,tolong ini gimana,,cara hubungi custamer service ya gimana ?? Saya beli yg 140 rb tau ga si",kali pakai bayu beli kouta sim card aktifintapi enggak NEG_pakesinyal ilangan kouta enggak NEG_aktiftolong gimanacara hubungi custamer service beli ribu tau enggak,negative
"apk nya baguss, bisa beli pulsaa langsung dii app nyaa♡",apk bagus beli pulsaa langsung app,positive
"Mantap, cuma di wonosari belum lancar sinyalnya",mantap wonosari belum NEG_lancar sinyalnya,positive
"Kecewa sama jaringan by.u sekarang, harga tmbh naik tp jringan tmbh jelek.",kecewa jaringan byu harga jringan jelek,negative
"Saya beli kuota yang 150 ribu, kartu yang datang malah kosong gak ada kuotanya. Mengecewakan",beli kuota ribu kartu kosong enggak NEG_kuotanya mengecewakan,negative
Kenapa sekarang jdi sering ilang2'n sinyalnya..😔😔 Udh paket juga jdi ga terakumulasi lagi,ilangn sinyalnya paket enggak NEG_terakumulasi,negative
Kok paket unlimited gak bisa buat zoom sama beberapa apk lainnya?,paket unlimited enggak NEG_zoom apk,negative
"Payah awal"" sinyalnya bagus, makin kesini makin nggk jelas",payah sinyalnya bagus kesini enggak,neutral
gua kasih bintang 2 aja karena jaringan nya kurang bgs klo bisa perbaiki lah gua udah cape sama jaringan ini tolong lah,gua kasih bintang jaringan kurang NEG_bagus kalo perbaiki gua capek jaringan tolong,positive
Paketan udah mahal terus sinyal nya ga nyenengin sama sekali,paketan mahal sinyal enggak NEG_menyenangkan,negative
"jaringan nya bagus banget, harga sangat cocok buat pelajar",jaringan bagus banget harga cocok pelajar,positive
Sinyalnya lumayan kencang dan pengiriman kartunya cepat,sinyalnya lumayan kencang pengiriman kartunya cepat,positive
Aplikasi sering error dan sinyal sering hilang tanpa sebab,aplikasi error sinyal hilang tanpa,negative
Harga gk masuk akal Dulu sih yah lumayan lah Tp skrng masa 20 gb 150k ngotak dong masang harganya,harga enggak NEG_masuk akal lumayan gb ngotak masang harganya,negative
"Saya pesan kartu byu, lewat aplikasi byu bagaimana saya mengecek kartu saya sudah di mana, atau dimn karna no resi tidak ada di berikan",pesan kartu byu aplikasi byu mengecek kartu dimn resi tidak,neutral
Makin kesini signal makin g jelas hp saya Oppo a53 tapi g kuat 4g parah,kesini signal enggak NEG_hp oppo enggak NEG_kuat enggak NEG_parah,negative
"Kenapa lagi ini,,, isi kuota udah bayar, tapi kuota belum masuk juga",isi kuota bayar kuota belum NEG_masuk,negative
"Makin kesini jaringan By u makin buruk ajh padahal udah setia berlangganan,,,, tetap ajh jaringan gak setabil,,, harga mahal tp kuota sisa terus,, kecewa",kesini jaringan lu buruk setia berlangganan jaringan enggak NEG_stabil harga mahal kuota sisa kecewa,negative
Beli topping 30 gb buat game malah gak bisa main... rugi sekali... hati hati kawan jngan sampai tertipu,beli topping gb game enggak NEG_main rugi hati hati kawan jangan NEG_tertipu,negative
Ini kartu bagus ko yang lain bilangnya engga bagus jaringan lancar koutanya jga murah,kartu bagus bilangnya enggak NEG_bagus jaringan lancar koutanya murah,positive
"lumayan bagus sinyalnya, tp paketan internetnya makin ke sini makin mahal harganya, tidak ramah di kantong. kalau bagi orang yg ada pekerjaannya cocok, kalau kyk saya udh ga kerja, buat mkn pas2an, trs tiap bulan harus beli paketan internet buat cari2 lowongan kerja. tidak cocok bagi yg pengangguran😩😩",lumayan bagus sinyalnya paketan internetnya mahal harganya tidak NEG_ramah kantong orang pekerjaannya cocok kayak enggak NEG_kerja pasan beli paketan internet cari lowongan kerja tidak NEG_cocok pengangguran,negative
"Kebanyakan ngeleg lw putar video,,bagusan indosat,jaringanya,",kebanyakan ngeleg putar videobagusan indosatjaringanya,positive
"Cacat, sinyalnya kayak tinggal ditempat terpencil, bnr2 ngga mutuu",cacat sinyalnya kayak tinggal ditempat terpencil enggak NEG_mutuu,negative
Woy jaringan lag parah di kab tangerang tolong benerin lh satu provider sama telkomsel juga masa iya buat MAIN GAME LAG PARAH.!!!!!!! PERCUMA BUAT MAIN GAME LANGSUNG KE H+ LAG PARAH JARINGAN GA NORMAL EMOSI JADINYA .TOLONG RESPON MANUSIA JANGAN ROBOT YG RESPON BSGT.!!!!,jaringan lag parah kab tangerang tolong benerin provider telkomsel main game lag parah main game langsung h lag parah jaringan enggak NEG_normal emosi tolong respon manusia jangan NEG_robot respon bsgt,negative
Untung saja ini terakhir masa aktif kuota jadi saya mau berhenti pake kartu by.u ..karna skrng ada fup ny ..mana mahal ...,untung aktif kuota berhenti pakai kartu byu fup mahal,negative
"Paketnya sangat murah, tapi kualitas gak murahan.",paketnya murah kualitas enggak NEG_murahan,neutral
"Ini gmn aktifasi kartu nya, udh ikutin step srgala macem tetep kg bisa....",aktifasi kartu mengikuti step srgala kg,neutral
"Sinyal bagus, jaringan luas, harga paket bersaing...",sinyal bagus jaringan luas harga paket bersaing,positive
"Gua udah lama pake by.u . sinyal makin asu, benerin su merugikan banget",gua pakai byu sinyal asu benerin su merugikan banget,negative
"Signal sudah ok, cùmàn buat playing games not recommend, sering lag",signal ok cùmàn playing games recommend lag,positive
"Aplikasi mantap poll, gampang buat beli nomer dan sering ada flashsale kuota",aplikasi mantap poll gampang beli nomer flashsale kuota,positive
dulu sinyal nya keren bikin nagih tapi sekarang sinyal nya makin jelek tolong diperbaiki.thx,sinyal keren bikin nagih sinyal jelek tolong diperbaikithx,neutral
Kok susah banget buat cek pulsa dan sisa kuota sih aplikasinya,susah banget cek pulsa sisa kuota aplikasinya,negative
Untuk aplikasi dan pelayanan oke. Mudah dimengerti juga,aplikasi pelayanan oke mudah dimengerti,positive
"Mohon mhf saya kasih bintng 2 dulu,saya tertarik pake bay u karena paket mbps nya, ternyata saya beli kartu nya, daftar, gak ada paket mbps nya.. Mohon solusi nya ya...",mohon mhf kasih bintng dulusaya tertarik pakai bay lu paket mbps beli kartu daftar enggak NEG_paket mbps mohon solusi,negative
apk nya worth it bgt siehh soalnya banyak varian paket nya,apk worth banget siehh varian paket,positive
Saya top up mnggunakan briva 150 ribu hilang bgtu saja pulsa tdk masuk trnsaksi dibatalkan sepihak sangat mengecewakan,top mnggunakan briva ribu hilang pulsa tidak NEG_masuk trnsaksi dibatalkan mengecewakan,negative
"respon adminya bagus bangett,cepat tanggap masalah apapun di bantu semaksimal mungkin👍👍👍👍👍",respon adminya bagus bangettcepat tanggap apapun bantu semaksimal,positive
"bikin mode landscape dong min, layar aku pecah gabisa ditekan",bikin mode landscape min layar pecah enggak NEG_ditekan,negative
nice bangeetttt segala mudah sinyal manteng paketan lumayan lah masih masuk kantong,nice banget mudah sinyal manteng paketan lumayan masuk kantong,positive
"Signal nya jadi makin ga stabil, sangat kecewa",signal enggak NEG_stabil kecewa,negative
Sinyal Bar 4G empat..tapi slalu susah untuk membuka aplikasi...,sinyal bar enggak NEG_empattapi susah membuka aplikasi,negative
Aplikasi nya bagus tapi karena kucing saya mati saya kasih bintang satu dulu ya!!,aplikasi bagus kucing mati kasih bintang,positive
Hadeh daftar aja gagal terus kenapa ini apl ya.. gimana mau beli daftarnya aja susah masuk gagal terus,hadeh daftar gagal apl beli daftarnya susah masuk gagal,negative
Jaringan macam as paketan doang mahal maen pubg aja ping ga stabil ajg,jaringan paketan doang mahal main pubg ping enggak NEG_stabil ajg,negative
Klo mau ngisi pulsa si konter biasa bisa gk yah.. Mohon infirmasinya,kalo ngisi pulsa konter enggak NEG_mohon infirmasinya,negative
"Loading lama sekali, pdhl sudah pakai wifi tetep ga bisa",loading pakai wifi enggak,neutral
Kecewa bangt pake by.u kuota masih banyak ga bisa di pake,kecewa banget pakai byu kuota enggak NEG_pakai,negative
Aplikasinya sering erorr mau cek kuota aja ribet harus pake aplikasi dan aplikasinya suka erorr payah,aplikasinya erorr cek kuota ribet pakai aplikasi aplikasinya suka erorr payah,negative
Kami sekeluarga suka karena komunikasi menjadi lancar dengan biaya cukup murah,sekeluarga suka komunikasi lancar biaya murah,positive
Kenapa jaringan by.U makin hari makin jelek? Mohon di perbaiki untuk masalah jaringan,jaringan byu jelek mohon perbaiki jaringan,neutral
Sinyal apaan nih provider ga tanggung jawab amat bikin aja trus tuh toping sinyal nya gak ngotak ping merah kuning ijo trus,sinyal nih provider enggak NEG_tanggung bikin tuh toping sinyal enggak NEG_ngotak ping merah kuning ijo,negative
"Jaringan buruk, tidak bisa digunakan, datanya sering putus",jaringan buruk tidak NEG_datanya putus,negative
Kartu ga guna udah lama pake sering gangguan ga bisa isi pulsa,kartu enggak NEG_pakai gangguan enggak NEG_isi pulsa,negative
sangat bagus sinyalnya tidak ngadat meskipun kondisi hujan,bagus sinyalnya tidak NEG_ngadat kondisi hujan,negative
"Bagus sih tpi berbagi-bagi, kadang ngelag kadang nggk sinyalnya",bagus berbagibagi kadang ngelag kadang enggak NEG_sinyalnya,neutral
"Pengiriman ya lama banget sudah 1 bulan SIM card ya gak sampai"" ke tempat tujuan",pengiriman banget sim card enggak NEG_tujuan,negative
"Udh berkali kali login kgk ke login mlu,pass coba di hp tmn bisaa pdhl emailnyaa samaaaa",berkali kali login kgk login mlupass coba hp teman emailnyaa,neutral
